,id,intitule,description,dateCreation,dateActualisation,romeCode,romeLibelle,appellationlibelle,typeContrat,typeContratLibelle,natureContrat,experienceExige,experienceLibelle,alternance,nombrePostes,accessibleTH,lieuTravail.libelle,entreprise.description,entreprise.entrepriseAdaptee,origineOffre.origine,origineOffre.urlOrigine,origineOffre.partenaires,langues,lieuTravail.latitude,lieuTravail.longitude,lieuTravail.commune,entreprise.nom,permis,competences,dureeTravailLibelle,dureeTravailLibelleConverti,qualificationCode,qualificationLibelle,secteurActivite,secteurActiviteLibelle,offresManqueCandidats,lieuTravail.codePostal,entreprise.logo,salaire.commentaire,salaire.complement1,contact.nom,contact.coordonnees1,contact.courriel,salaire.libelle,entreprise.url,contact.urlPostulation,formations,qualitesProfessionnelles,complementExercice,salaire.complement2
22,9664676,Data analyst (H/F),"Au sein d'une équipe de 3 contrôleurs de gestion, vous aurez pour principales missions : Participer à la structuration et à l'exploitation d'un environnement DATA très richeParticiper à la fiabilisation des données et mettre en place des contrôles permettant de détecter des anomalies dans les données exploitées ou diffusées Prendre en charge les spécifications et cahiers des charge permettant d'améliorer nos univers de données et nos indicateurs BOCréer des requêtes et développer des tableaux de bord (via un requêteur en langage SQL et via Business Object) pour répondre aux besoins des opérationnels et de nos clients.Optimiser et rationnaliser l'existant.Donner du sens à la donnée grâce à vos analyses et vos études, proposer des analyses permettant d'améliorer notre efficacité opérationnelleAnimer des réunions projet ou de restitution d'analyse sur les sujets reporting et dataParticiper à des études statistiques ou aux appels d'offre   Vous êtes titulaire d'un bac +3 à bac +5 (informatique de gestion, système décisionnel) et vous justifiez nécessairement d'une première expérience probante de 2-3 ans orientée « business partner » où vous avez pu démontrer vos talents d'analyste et votre capacité à exploiter les données.Vous êtes familier des systèmes d'information et vous maîtrisez impérativement le langage SQL (langage utilisé par notre requêteur AD de CODIX).La connaissance de Business Object est un plus mais n'est pas obligatoire.Reconnu pour vos qualités d'analyse et de synthèse, vous êtes créatif et force de proposition.Vous savez gérer plusieurs sujets en parallèle sans jamais perdre de vue les objectifs et les échéances.Dynamique et réactif, vous avez acquis une réelle culture du résultat.Consciencieux, méthodique et rigoureux, vous serez le garant de la fiabilité des données diffusées.Votre goût prononcé pour le travail en équipe vous feront réussir dans cette mission ",2022-02-23T04:04:07.000Z,2022-02-25T11:59:01.000Z,M1403,Études et prospectives socio-économiques,Data analyst,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 2 An(s),False,1,False,59 - WASQUEHAL,"Manpower LILLE Banque Assurance Mutuelle recherche pour son client, un acteur du secteur bancaire, un Contrôleur de gestion DATA (H/F) dans le cadre d'une création de poste.En tant que Contrôleur de gestion DATA, vous êtes un relais dans la mise en place du pilotage stratégique. Vos actions et vos analyses contribuent à l'amélioration de l'efficacité économique et opérationnelle. ",False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9664676,"[{'nom': 'MANPOWER', 'url': 'http://www.manpower.fr/emplois/voirOffre?idOffre=1100533446&partenaire=PoleEmploi', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/manpower80.png'}]",,50.67285,3.128911,59646,,,,,,,,,,,,,,,,,,,,,,,,
23,9656133,DATA MANAGER JUNIOR - BOULOGNE (H/F),"Dans le cadre d'un projet chez l'un de nos clients grands comptes, nous sommes à la recherche d'un Data Manager Junior.

Au sein d'une équipe, vous aurez pour mission :

Gérer la qualité et la cohérence des données contenues dans les bases et systèmes de l'entreprise, notamment en rapport avec la RGPD, à travers les tâches suivantes :

- Explorer les applications : recenser toutes les informations nécessaires pour dresser une cartographie des données, des règles et des processus.- Cadrer : évaluer et hiérarchiser les besoins recensés, organiser la gestion des données de référence.- Synthétiser : participer aux préconisations pour une architecture fonctionnelle cible et un plan de gouvernance.- Exécuter : mettre en œuvre les préconisations élaborées lors de la phase précédente.- Etablir d'un état des lieux de la situation- Etude microscopique du contenu des tables avec priorisation sur même périmètre    Contrôles intra tables    Cohérence structurelle format du contenant / du contenu    Cohérence fonctionnelle documentation / contenu    Cohérence technique entre champs techniques    Validation des index    Contrôles inter tables    Absence de données orphelines ",2022-02-23T03:20:13.000Z,2022-02-23T03:20:13.000Z,M1802,Expertise et support en systèmes d'information,Data manager,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 1 An(s),False,1,False,62 - BOULOGNE SUR MER, ,False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9656133,"[{'nom': 'CAREERBUILDER', 'url': 'https://www.lesjeudis.com/jobs/JDH222678X0FBPM6FGM?siteid=int_FRpoleemploi&utm_source=pole_emploi&utm_medium=aggregator&utm_campaign=organic', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/careerbuilder80.png'}]",,50.72523,1.61333,62160,AGILICIO,,,,,,,,,,,,,,,,,"De 45000,00 Euros ï¿½ 55000,00 Euros",,,,,,
24,128MGJD,Consultant(e) BI (Data studio)   (H/F),"Faceel-IT recherche un(e) Consultant(e) BI (Data studio).

Pour une entreprise du domaine retail, vous serez en charge de l'accompagnement des projets à l'international.

 

CE QUE NOUS ATTENDONS DE VOUS

- Effectuer le support niveau 1 et 2 fonctionnel pour les projets

- Accompagner les pays sur le démarrage de leurs dashboards avec un outil Google Cloud Platform (Data Studio)

- Apporter de l'expertise sur la visualisation ou l'utilisation de l'outil

- Réaliser des formations pour accompagner la montée en compétence des utilisateurs


VOUS DEVEZ

-  Avoir une expérience de 2 ans minimum (stages et alternances acceptés)

- Bonnes connaissances de Data studio

- Autonome et proactif

- Un bon niveau d'anglais 

- Votre formation ? Peu importe dès lors que vous aimez ce que vous faites ! 


CE QUE NOUS VOUS OFFRONS

- Un accompagnement de proximité et la convivialité d'une équipe à taille humaine

- Un plan de carrière personnalisé (expertise technique/fonctionnelle, management, gestion de projets, etc.)

- Un épanouissement professionnel au travers de formations/certifications, de partage de connaissances

 

LES PLUS DE CETTE MISSION 

- Mission longue durée

- Remote partiel

- Rejoindre une entreprise riche en projets à contexte international",2022-02-21T17:30:26.000Z,2022-03-01T15:58:18.000Z,M1806,Conseil et maîtrise d'ouvrage en systèmes d'information,Consultant / Consultante informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,2 ans,False,1,False,59 - LILLE,,False,1,https://candidat.pole-emploi.fr/offres/recherche/detail/128MGJD,,"[{'libelle': 'Anglais', 'exigence': 'E'}]",50.630992,3.045433,59350,FACEEL-IT,,"[{'code': '113547', 'libelle': ""Définir la faisabilité et la rentabilité d'un projet"", 'exigence': 'S'}, {'code': '120324', 'libelle': 'Définir des solutions fonctionnelles', 'exigence': 'S'}, {'code': '120325', 'libelle': ""Présenter les évolutions du système d'information au commanditaire"", 'exigence': 'S'}, {'code': '120326', 'libelle': 'Recenser les besoins du commanditaire', 'exigence': 'S'}, {'code': '120327', 'libelle': 'Analyser les processus métier', 'exigence': 'S'}, {'libelle': 'Data studio', 'exigence': 'E'}]",35H Horaires normaux,Temps plein,9,Cadre,62,Conseil en systèmes et logiciels informatiques,False,59000,,,,,,,"Annuel de 30000,00 Euros à 50000,00 Euros sur 12 mois",,,,,,
25,128MGHN,Consultant(e) BI (Data studio)  (H/F),"Faceel-IT recherche un(e) Consultant(e) BI (Data studio).

Pour une entreprise du domaine retail, vous serez en charge de l'accompagnement des projets à l'international.

 

CE QUE NOUS ATTENDONS DE VOUS

- Effectuer le support niveau 1 et 2 fonctionnel pour les projets

- Accompagner les pays sur le démarrage de leurs dashboards avec un outil Google Cloud Platform (Data Studio)

- Apporter de l'expertise sur la visualisation ou l'utilisation de l'outil

- Réaliser des formations pour accompagner la montée en compétence des utilisateurs


VOUS DEVEZ

-  Avoir une expérience de 2 ans minimum (stages et alternances acceptés)

- Bonnes connaissances de Data studio

- Autonome et proactif

- Un bon niveau d'anglais 

- Votre formation ? Peu importe dès lors que vous aimez ce que vous faites ! 


CE QUE NOUS VOUS OFFRONS

- Un accompagnement de proximité et la convivialité d'une équipe à taille humaine

- Un plan de carrière personnalisé (expertise technique/fonctionnelle, management, gestion de projets, etc.)

- Un épanouissement professionnel au travers de formations/certifications, de partage de connaissances

 

LES PLUS DE CETTE MISSION 

- Mission longue durée

- Remote partiel

- Rejoindre une entreprise riche en projets à contexte international",2022-02-21T17:29:48.000Z,2022-03-01T15:58:52.000Z,M1806,Conseil et maîtrise d'ouvrage en systèmes d'information,Consultant / Consultante informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,2 ans,False,1,False,59 - LILLE,,False,1,https://candidat.pole-emploi.fr/offres/recherche/detail/128MGHN,,"[{'libelle': 'Anglais', 'exigence': 'E'}]",50.630992,3.045433,59350,FACEEL-IT,,"[{'code': '113547', 'libelle': ""Définir la faisabilité et la rentabilité d'un projet"", 'exigence': 'S'}, {'code': '120324', 'libelle': 'Définir des solutions fonctionnelles', 'exigence': 'S'}, {'code': '120325', 'libelle': ""Présenter les évolutions du système d'information au commanditaire"", 'exigence': 'S'}, {'code': '120326', 'libelle': 'Recenser les besoins du commanditaire', 'exigence': 'S'}, {'code': '120327', 'libelle': 'Analyser les processus métier', 'exigence': 'S'}, {'libelle': 'Data studio', 'exigence': 'E'}]",35H Horaires normaux,Temps plein,9,Cadre,62,Conseil en systèmes et logiciels informatiques,False,59000,,,,,,,"Annuel de 30000,00 Euros à 50000,00 Euros sur 12 mois",,,,,,
26,128KRHF,Chef de projet DATA / Product owner  (H/F),"Vos missions
Notre client est un groupe privé et indépendant qui propose un ensemble de solutions pour les entreprises, de la gestion du risque, à la procédure de conformité et aux données marketing.

Aujourd'hui, c'est le fournisseur d'informations d'entreprise le plus utilisé au monde !

Dans le cadre d'un remplacement, nous recherchons un  Chef.fe de Projet Data / API : 

Vos missions :

- Vous contrôlez la qualité des livrables intermédiaires (Cahier des charges, diagramme d'architecture, plan de test,  )

- Vous identifiez les risques projets, alertez quand nécessaire et trouvez les solutions adéquates

- Vous Pilotez et animez des comités de projets avec les différentes parties prenantes à l'international : Sponsor, Architecture, Utilisateurs, Développeurs 

- Vous portez la vision du sponsor et animez l'équipe dédiée

- Vous connaissez les contraintes liées aux données (RGPD, Cycle de vie de la donnée etc )

- Lors d'avant-vente technique vous validez les besoins client et apportez des solutions


Le profil idéal
Diplômé.e de l'enseignement supérieur (ingénieur ou universitaire), vous possédez plus de 3 années d'expérience en conduite de projets autour des méthodologies AGILE, au sein d'une ESN ou d'un client final.

Votre niveau d'anglais est courant.

Doté.e d'un excellent relationnel, vous connaissez parfaitement les problématiques liées au SGBD (Oracle) et l'eco-système BigData (NoSql, Python, Hadoop, Redshift).

Vous maîtrisez aussi un EL-T majeur du marché tel Talend ou Stambia ainsi que les nouvelles technologies liées aux API full REST

En outre, vous êtes à l'aise en phase avant-vente chez nos clients grands comptes lors d'accompagnement et de suivi technique. Vous avez évolué idéalement dans le monde de la finance.

Enfin, votre souhait de travailler dans un environnement international dynamique et décontracté finira de vous convaincre à postuler parmi nous !

Vous vous reconnaissez ? Alors postulez !

Rémunération :

Salaire fixe selon profil et expérience
Prime de participation (équivalente à 1 mois de salaire) et prime de fin d'année
Tickets Restaurants (valeur : 9 euros)
Une prise en charge à 100% de la mutuelle",2022-02-20T19:01:04.000Z,2022-02-28T14:25:43.000Z,M1806,Conseil et maîtrise d'ouvrage en systèmes d'information,Product Owner,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,False,1,False,59 - ROUBAIX,"Alphéa Conseil, ce sont 15 années d'existence, 18 agences, plus de 400 recrutements par an, 90% de satisfaction clients, et 95% de satisfaction candidats.

Notre cabinet de conseil en recrutement et stratégie intervient dans plusieurs secteurs d'activité dont certains avec une expertise reconnue comme la distribution, le retail, l'industrie ou l'agroalimentaire.


Alphéa Conseil est le spécialiste du recrutement des cadres dirigeants et du middle management. ",False,1,https://candidat.pole-emploi.fr/offres/recherche/detail/128KRHF,,,50.688472,3.183681,59512,AYA CONSEIL ET STRATEGIE,,"[{'code': '113547', 'libelle': ""Définir la faisabilité et la rentabilité d'un projet"", 'exigence': 'S'}, {'code': '120324', 'libelle': 'Définir des solutions fonctionnelles', 'exigence': 'S'}, {'code': '120325', 'libelle': ""Présenter les évolutions du système d'information au commanditaire"", 'exigence': 'S'}, {'code': '120326', 'libelle': 'Recenser les besoins du commanditaire', 'exigence': 'S'}, {'code': '120327', 'libelle': 'Analyser les processus métier', 'exigence': 'S'}]",35H Horaires normaux,Temps plein,9,Cadre,78,Activités des agences de placement de main-d'œuvre,False,59100,https://entreprise.pole-emploi.fr/static/img/logos/BeSFlVJeVLn7RSBwWV3drwWD8Ro1s14x.png,,,AYA CONSEIL ET STRATEGIE - Mme RACHIDA TATA,"Pour postuler, utiliser le lien suivant : https://candidat.pole-emploi.fr/offres/recherche/detail/128KRHF","Pour postuler, utiliser le lien suivant : https://candidat.pole-emploi.fr/offres/recherche/detail/128KRHF","Annuel de 40000,00 Euros à 50000,00 Euros sur 12 mois",https://www.alphea-conseil.fr/offres-d-emploi.html,,,,,
27,128GHWP,Data manager (H/F),"Le poste :
Bonjour, nous recherchons pour notre client basé sur Templemars, un DATA manager. Votre rôle sera d'accompagner la transformation numérique de l'entreprise. Vous vous assurerez que les données internes sont fiables, cohérentes, pertinentes et utilisables par les responsables de l'entreprise pour atteindre les objectifs fixés. En somme, vous devez veiller à la qualité et à l'intégrité de ce que l'entreprise a de plus précieux : ses données. Vous devez instaurer une cohérence entre les multiples données disséminées dans tout le système d'information de l'entreprise. Vous regroupez les données de base au sein d'un référentiel unique. Pour conclure, vous êtes le maître d'oeuvre des mécanismes de contrôle et de validation. 


Profil recherché :
Titulaire d'un diplôme Master of Science Data Management ou informatique (gestion bases de données) Vous avez de l'expérience dans un domaine similaire, votre candidature nous intéresse. 
Tous nos postes sont ouverts aux personnes en situation de handicap.",2022-02-16T17:21:25.000Z,2022-03-02T08:46:29.000Z,D1509,Management de département en grande distribution,Responsable de branche d'hypermarché,MIS,Mission intérimaire - 1 Mois,Contrat travail,S,1 an,False,1,False,59 - TEMPLEMARS,,False,1,https://candidat.pole-emploi.fr/offres/recherche/detail/128GHWP,,,50.573112,3.05841,59585,PROMAN,,"[{'code': '102359', 'libelle': ""Coordonner l'activité d'une équipe"", 'exigence': 'S'}, {'code': '117561', 'libelle': 'Superviser la gestion des stocks', 'exigence': 'S'}, {'code': '119337', 'libelle': 'Mettre en place des actions de gestion de ressources humaines', 'exigence': 'S'}, {'code': '119855', 'libelle': 'Agencer un espace de vente', 'exigence': 'S'}, {'code': '121632', 'libelle': 'Organiser une unité de vente', 'exigence': 'S'}]",35H Horaires normaux,Temps plein,8,Agent de maîtrise,78,Activités des agences de travail temporaire,False,59175,,,,PROMAN - M. PROMAN PROMAN LILLE TERTIAIRE,https://www.proman-emploi.fr/?job=MP585713&candidature&origine=POLE-EMPLOI-JTMO&utm_source=pole-emploi-jtmo&utm_medium=referral&utm_campaign=annonces-free&utm_term=offre,,"Horaire de 10,57 Euros à 18,00 Euros sur 12 mois",https://www.proman-emploi.fr/,https://www.proman-emploi.fr/?job=MP585713&candidature&origine=POLE-EMPLOI-JTMO&utm_source=pole-emploi-jtmo&utm_medium=referral&utm_campaign=annonces-free&utm_term=offre,,,,
28,9360845,Data Engineer F/H (H/F),"Poste et missions

Être Data Engineer F/H chez Oney, pourquoi c'est mieux ?
Plus qu'un poste... une mission pour vous ! Et quelle mission ! 

Leader indispensable sur les technologies du Big Data, votre challenge est d'assurer la maîtrise de la donnée et d'être garant de la qualité de son utilisation (référencement, normalisation et qualification) afin d'en faciliter l'exploitation par les équipes.

Voici ce que nous vous proposons :

 * Créer et gérer l'infrastructure et les outils Big Data d'Oney France en relation avec nos prestataires de services, en surveiller les performances et conseiller les modifications d'infrastructure nécessaires.

 * Travailler sur la collecte, le stockage, le traitement et l'analyse de volumes importants de données. Proposer des solutions optimales (en accord avec les normes / réglementations), les maintenir et les intégrer à l'architecture implémentée par Oney.

 * Travailler en étroite collaboration avec l'équipe de Data Scientist (consolider / optimiser leurs algorithmes).

 * Gérer le backlog (projets, évolution, maintenance) de la plate-forme et être un acteur majeur dans la définition et la mise en œuvre de la roadmap.

 * Réaliser la veille, la promotion et la formation permettant la montée en compétence des équipes IT et métier.
Ce qui nous plaira le plus chez vous, c'est vous-même ! Alors bien évidemment on vous préférera ouvert, force de proposition, capable de challenger vos interlocuteurs et doté d'une vraie capacité d'analyse et de synthèse, car c'est ce qui vous permettra de mener au mieux votre mission.

Dans votre bagage, on aimerait trouver :

 * Une expérience dans l'intégration de données provenant de plusieurs sources de données (Connaissance de diverses techniques et frameworks ETL ou ELT) et dans la création de systèmes de traitement de flux en utilisant des solutions telles que Storm ou Spark-Streaming.

 * Une bonne compréhension des principes de l'informatique distribuée.

 * Une bonne connaissance des outils Big Data (type Python, Apache Spark) et de gestion du cluster du type Snowflake (ou autres bases de données NoSQL).

 * Une bonne connaissance de l'écosystème Databricks dans un environnement Azure Cloud.

Si vous êtes à l'aise dans la langue de Shakespeare, ce sera un vrai plus. ",2022-02-16T07:55:31.000Z,2022-02-16T07:55:31.000Z,M1810,Production et exploitation de systèmes d'information,Ingénieur / Ingénieure d'exploitation informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),False,1,False,59 - CROIX,[Oney] ,False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9360845,"[{'nom': 'BROADBEAN', 'url': 'https://www.aplitrak.com/?adid=b25leWZyYW5jZS4xNjg0NS42NzA2QGJwY2UuYXBsaXRyYWsuY29t', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/broadbean80.png'}]","[{'libelle': 'Français', 'exigence': 'E'}]",50.674068,3.15464,59163,BPCE,,,Horaires normaux,,,,,,,,,,,,,,,,,,,,
29,9303174,Manager projet Data (H/F),"CMA HDF - Direction régionale stratégie et territoires (Référence : 962281) / La Direction Stratégie et Territoires est au cœur des enjeux de compréhension des réalités économiques et sociales et de transformation des modèles de l'économie de proximité. La data est une composante essentielle de ces transformations et est plus que jamais une ressource incontournable.
Au sein du Service Évaluation et Prospective de la Chambre de métiers et de l'artisanat Hauts-de-France, vous aurez pour responsabilité, d'animer le projet data du service, dont vous serez le référent.
 
Vos missions principales sont :
Data mining (prioritairement)
Catalyser et assurer la collecte/l'extraction des données, depuis diverses sources internes et externes.
Animer et fédérer les différents collaborateurs produisant de la donnée.
Organiser la structuration, le stockage et la modélisation des données. 
Veiller à la qualité des données et créer les référentiels data nécessaires à la bonne utilisation des données.
 
Data intelligence
Construire et suivre les indicateurs pertinents à partir des données disponibles (définition des indicateurs, croisement de variables.)
Analyser les données pour les rendre exploitables au regard des missions et actions de la CMA.
Rendre accessible et valoriser la donnée 
 
Data et études
Appuyer les travaux d'études par une approche structurée de la donnée (optimisation, automatisation de traitements.).
Travailler en collaboration avec les ingénieurs d'études du service. 
Accompagner l'équipe sur l'expertise technique de la donnée. 
 
Projets data
Intégrer les projets data en cours 
Proposer et mettre en œuvre de nouvelles manières de valoriser la donnée (méthodes, recueil de données, analyses, outils, usages.).
Participer activement au développement d'une culture de la donnée au sein de la CMA. 
Accompagner le travail d'un apprenti (LP métiers du décisionnel), dont vous êtes le référent technique.  
Piloter de nouveaux projets data en lien étroit avec les Directions métiers et la DSI.
 
 
Niveau Bac +3 minimum (statistique et informatique, métiers du décisionnel ou équivalent).
Maitrise des environnements informatiques liés à la data (architecture data, bases de données, modélisation, langages informatiques, outils de data visualisation.).
Expérience(s) professionnelle(s) dans une fonction similaire.
Habile aussi bien à l'oral qu'à l'écrit
Qualités rédactionnelles, d'expression, de vulgarisation et de synthèse.
Réactivité, esprit d'initiative, force de proposition.
Pédagogue et fédérateur (esprit d'équipe)
Connaissance des SIG (idéalement QGIS) appréciée.
Intérêts pour les problématiques économiques et de formation appréciés.
  ",2022-02-15T14:49:55.000Z,2022-02-15T14:49:55.000Z,M1802,Expertise et support en systèmes d'information,Data manager,CDD,Contrat à durée déterminée - 12 Mois,Contrat travail,D,Débutant accepté,False,1,False,59 - LILLE,"REJOIGNEZ LA COMMUNAUTÉ CMA HAUTS-DE-FRANCE - PLUS DE 1000 COLLABORATEURS - UN RÉSEAU DE 40 ANTENNES TOUS MOBILISÉS AU SERVICE DE L'ARTISANAT
Entreprenariat, passion du métier, transmission du savoir-faire, proximité, ... Les valeurs de l'artisanat vous parlent ?
Vous souhaitez vous impliquer dans la réussite des artisans et des futurs artisans ?
Pour vous épanouir, vous recherchez un relationnel riche, de la diversité et de l'autonomie dans vos missions ?
Alors, ... ",False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9303174,"[{'nom': 'TALENTS_IN', 'url': 'https://cma-hdf.candidats.talents-in.com/job/962281/manager-projet-data-hf#open', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/talents_in80.png'}]",,50.62925,3.057256,59350,CMA HDF,,,,,,,94,Activités des organisations patronales et consulaires,,,,,,,,,"Annuel de 28000,00 Euros ï¿½ 32000,00 Euros",,,,,,
30,9280093,Responsable de Domaine Data/BI - H/F,"VOTRE TERRAIN DE JEU

Au sein de la DSIO, vous prenez en charge l'intégralité du domaine Data/BI de l'entreprise. Vous coordonnez les ressources du domaine pour mener à bien les chantiers accompagnant notre croissance et notre développement.

Pour cela, vous :

 * Définissez la roadmap des projets Data,
  * Veillez à disposer d'une architecture agile et sécurisée, analysez les besoins des métiers et aidez à leur priorisation,
  * Réalisez les études d'impacts, les chiffrages et la planification, Intégrez et restituez les données (actuellement SAP BI/ Tableau Software),
  * Effectuez des extractions ponctuelles complexes à la demande des métiers,
  * Assurez une veille technologique sur les outils du domaine et proposez des services innovants,
  * Imaginez notre futur système autour du Big Data et d'un Data Lake,
  * Managez l'équipe Data et contribuez à son développement. 


VOS ATOUTS POUR CE POSTE

Vous êtes diplômé(e) d'une école d'Ingénieur (ou équivalent) et souhaitez mettre vos 5 années d'expérience minimum acquises dans le domaine Data/BI.

Les outils de visualisation et de reporting comme Tableau, SAP BI, Excel, et les langages fréquents de programmation : Python, R, Java, Matlab, Spark, écosystème Hadoop n'ont pas de secrets pour vous.

Autonome, vous avez une bonne maîtrise de la gestion de projet, une capacité à fédérer, défendre et porter les décisions. Vous êtes reconnu(e) pour vos capacités d'écoute et de communication, de leadership et de dynamisme.

 

 

NOS PETITS PLUS.

Et si vous rejoignez notre communauté de Relayeuses et Relayeurs, vous pourrez bénéficier :

 * d'une rémunération variable individuelle et collective attractive,
  * d'un mode de travail collaboratif, basé sur l'autonomie et la responsabilité (accord télétravail),
  * d'opportunités d'évolution professionnelle tout au long de votre parcours,
  * de tarifs privilèges sur les envois de colis,
  * de locaux modernes, lumineux et verdoyants, proches du métro et de lieux de restauration (déménagement prévu au printemps !).

 

 ",2022-02-15T10:12:33.000Z,2022-02-15T10:12:33.000Z,M1803,Direction des systèmes d'information,Chef de projet informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée,False,1,False,59 - HEM,"Nous offrons un service d'expédition et de livraison de colis, simple, rapide, économique et vertueux, au travers un réseau de Points Relais et Lockers, créateur de liens entre e-commerçants, commerçants et consommateurs.

Précurseurs de tendances, à l'écoute de nos clients et portés par un contexte de croissance constant, nous sommes leader de la livraison hors domicile en France et ambitionnons d'étendre cette préférence sur le marché européen. 

Un chall... ",False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9280093,"[{'nom': 'ALTAYS', 'url': 'https://talents.mondialrelay.com/rejoignez-nous/?NoSociete=198&NoOffre=2194578&NoLangue=1&NoSource=16004', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/altays80.png'}]",,50.658218,3.193069,59299,Mondial relay,,,,,9,Cadre,,,,,,,,,,,,,,,,,
31,127ZZKW, Data engineer cloud F/H   (H/F),"Tes missions si tu l'acceptes :

Accompagner les grands comptes dans leur projet de mise en place de projets Data avec GCP, AWS ou tout autre système Big data 
 

Analyser les besoins clients : 

Animer des ateliers 
 

Préconiser des architectures cibles 
 

Rédiger des dossiers d'architecture et spécifications techniques 
 

Définir les méthodologies de déploiement et plans de migration 
 

Construire les architectures de données : 

Concevoir et mettre en place des systèmes de données résilients et sécurisés 
 

Construire et déployer les pipelines de données (ETL)

Assurer la migration des données vers les nouveaux environnements 
 

Analyser les données : 

Analyser les données sources afin d'identifier et évaluer des cas d'usage métier

Mettre en œuvre des outils de Business Intelligence et visualisation (Looker, Tableau, QlikView, DataStudio )

Sélectionner, entraîner, évaluer et déployer des modèles prédictifs en s'appuyant sur les outils standards du domaine (TensorFlow, Keras, Scikit Learn)

Accompagner et former

Assurer une veille technologique continue sur les solutions cloud

Accompagner et former les équipes clients aux méthodes et concepts du cloud



Ce job est fait pour toi, si tu es : 

Passionné : tu es ravi de partager ton expérience, tu te positionnes naturellement en mentor et surtout tu t'impliques dans différentes communautés d'expertise 

Ambitieux : tu participes à la performance de l'entreprise

Courageux : tu repousses les limites de ton champ d'action et tu embarques les équipes

Diplômé(e) d'une école d'ingénieurs ou d'un Master 2 en informatique, tu souhaites t'investir dans une équipe dynamique, passionnée et aux valeurs humaines.

Tu maîtrises au minimum un langage de programmation appliqué à l'analyse de données (Python, R, Scala).

Tu es passionné(e) par la Business Intelligence, le Big Data (Spark,BigQuery,...)

Une connaissance des outils Data des Cloud Providers publiques (Google Cloud Platform, Microsoft Azure, AWS,  ) est un plus.

And You are fluent in english !",2022-02-14T11:22:10.000Z,2022-03-01T14:48:17.000Z,M1403,Études et prospectives socio-économiques,Data analyst,CDI,Contrat à durée indéterminée,Contrat travail,E,1 an,False,1,False,59 - LILLE,"Chez Devoteam, nous sommes des « Digital Transformakers ». Le respect, la franchise et la passion animent chaque jour notre tribu. Ensemble, nous aidons nos clients du CAC40 à remporter la bataille du Digital : du conseil à la mise en oeuvre de technologies innovantes, jusqu à l adoption des usages.

Cloud, Cybersécurité, Digital Workplace ainsi que Big Data et Project Management n'ont aucun secret pour notre tribu !

Tous nos postes sont ouverts aux personnes en situation de handicap.",False,1,https://candidat.pole-emploi.fr/offres/recherche/detail/127ZZKW,,"[{'libelle': 'Anglais', 'exigence': 'E'}, {'libelle': 'Français', 'exigence': 'E'}]",50.630992,3.045433,59350,DEVOTEAM,,"[{'code': '109527', 'libelle': 'Adapter les outils de traitement statistique de données', 'exigence': 'E'}, {'code': '109528', 'libelle': ""Rédiger l'information produite (études, synthèses, rapports, bulletins, ...) et établir des prévisions, des évaluations, des recommandations, des perspectives, ..."", 'exigence': 'S'}, {'code': '109529', 'libelle': 'Présenter et diffuser les résultats des études réalisées', 'exigence': 'S'}, {'code': '109542', 'libelle': 'Réaliser une étude', 'exigence': 'S'}, {'code': '122609', 'libelle': ""Définir les méthodes et les outils de traitement de l'information"", 'exigence': 'E'}]",35H Horaires normaux,Temps plein,9,Cadre,62,Conseil en systèmes et logiciels informatiques,True,59000,https://entreprise.pole-emploi.fr/static/img/logos/OR8htVpC3WO3gWl4uFjMvYiuaQWx7j3D.png,,,DEVOTEAM - M. Laury BACQUET,"Pour postuler, utiliser le lien suivant : https://candidat.pole-emploi.fr/offres/recherche/detail/127ZZKW","Pour postuler, utiliser le lien suivant : https://candidat.pole-emploi.fr/offres/recherche/detail/127ZZKW","Mensuel de 3000,00 Euros à 3400,00 Euros sur 12 mois",https://fr.devoteamcareers.com/,,"[{'codeFormation': '31054', 'domaineLibelle': 'informatique', 'niveauLibelle': 'Bac+5 et plus ou équivalents', 'exigence': 'E'}]",,,
