,id,intitule,description,dateCreation,dateActualisation,romeCode,romeLibelle,appellationlibelle,typeContrat,typeContratLibelle,natureContrat,experienceExige,experienceLibelle,alternance,nombrePostes,accessibleTH,lieuTravail.libelle,entreprise.description,entreprise.entrepriseAdaptee,origineOffre.origine,origineOffre.urlOrigine,origineOffre.partenaires,langues,lieuTravail.latitude,lieuTravail.longitude,lieuTravail.commune,entreprise.nom,permis,competences,dureeTravailLibelle,dureeTravailLibelleConverti,qualificationCode,qualificationLibelle,secteurActivite,secteurActiviteLibelle,offresManqueCandidats,lieuTravail.codePostal,entreprise.logo,salaire.commentaire,salaire.complement1,contact.nom,contact.coordonnees1,contact.courriel,salaire.libelle,entreprise.url,contact.urlPostulation,formations,qualitesProfessionnelles,complementExercice,salaire.complement2
40,127SNCZ,Data analyst (F/H) (H/F),"Nous recherchons un(e) Data Analyst, dont le rôle sera de : 
-	Collecter et comprendre les besoins du métier en termes de reportings, d'analyses et d'études statistiques 
-	Traiter les données et produire les analyses statistiques les plus adaptées 
-	Proposer les niveaux de réponse adaptée en fonction de la priorité, de la disponibilité des données etc., en accord avec le demandeur, et avec le support du Business Data Leader et du Product Manager 
-	Emettre des recommandations opérationnelles et stratégiques, et présenter les résultats de manière didactique
-	Identifier/produire les KPIs et les axes d'analyse pour mener à bien l'étude, la réalisation du rapport, la construction des outils statistiques et les analyses des résultats 
-	Accompagner les métiers dans la mise en œuvre opérationnelle de leurs actions 
-	Participer à la gouvernance et contribuer à la tenue des outils de gouvernance (règles de gestion et règles de calculs utilisées par le métier). 

Stack technique : SQL, Data Visualisation, Tableau Software, Business Objects, Python, SPARK, Machine Learning",2022-02-08T10:54:22.000Z,2022-03-01T14:47:38.000Z,M1403,Études et prospectives socio-économiques,Data analyst,CDI,Contrat à durée indéterminée,Contrat travail,E,2 ans,False,1,False,59 - LILLE,"Créée en 2013, Infogene est une Entreprise de Services Numériques engagée, responsable et conquérante. Elle réunit aujourd'hui 450 collaborateurs, pour un CA de 46 M€ en 2020. 
Notre agence de Lille à ouvert ses portes le 12 juillet 2021. Elle est située en centre-ville et a fait le choix d accroitre son activité dans les domaines du retail, de la banque assurance et de la santé. Elle intervient sur l ensemble du cycle de vie des projets et répond aux problématiques de ses clients",False,1,https://candidat.pole-emploi.fr/offres/recherche/detail/127SNCZ,,"[{'libelle': 'Anglais', 'exigence': 'E'}]",50.630992,3.045433,59350,INFOGENE NORD,,"[{'code': '109527', 'libelle': 'Adapter les outils de traitement statistique de données', 'exigence': 'S'}, {'code': '109528', 'libelle': ""Rédiger l'information produite (études, synthèses, rapports, bulletins, ...) et établir des prévisions, des évaluations, des recommandations, des perspectives, ..."", 'exigence': 'S'}, {'code': '109529', 'libelle': 'Présenter et diffuser les résultats des études réalisées', 'exigence': 'S'}, {'code': '109542', 'libelle': 'Réaliser une étude', 'exigence': 'S'}, {'code': '122609', 'libelle': ""Définir les méthodes et les outils de traitement de l'information"", 'exigence': 'S'}]",38H Horaires normaux,Temps plein,9,Cadre,70,Conseil pour les affaires et autres conseils de gestion,False,59000,https://entreprise.pole-emploi.fr/static/img/logos/VrLGujeY0ilJkpivl9bnpa6fvoo7M5sh.png,,,INFOGENE NORD - Mme Emmanuelle LACROIX,"Pour postuler, utiliser le lien suivant : https://candidat.pole-emploi.fr/offres/recherche/detail/127SNCZ","Pour postuler, utiliser le lien suivant : https://candidat.pole-emploi.fr/offres/recherche/detail/127SNCZ","Annuel de 35000,00 Euros à 42000,00 Euros sur 12 mois",https://www.infogene.fr/notre-vision/esn-lille/,,,"[{'libelle': 'Force de proposition', 'description': 'Capacité à être proactif, à initier, à imaginer des propositions nouvelles pour résoudre les problèmes identifiés ou pour améliorer une situation. Exemple : proposer des améliorations, être positif et constructif'}, {'libelle': 'Prise de recul', 'description': ""Capacité à faire preuve d'objectivité, à prendre de la distance pour analyser les faits, les situations et les interactions avant d'agir ou de prendre une décision. Exemple : réfléchir avant d'agir ou de prendre une décision""}, {'libelle': 'Rigueur', 'description': ""Capacité à respecter les règles et codes de l'entreprise, à réaliser des tâches en suivant avec précision les procédures et instructions fournies , à transmettre des informations avec exactitude. Exemple : être ponctuel, respecter les engagements, résister à la distraction""}]",,
41,9009259,CDI DATA MARKETING MANAGER (H/F),"Recherche: CDI DATA MARKETING MANAGER (H/F)
DÉVELOPPEMENT D'ACTIVITÉ ET PILOTAGE DE MISSIONSApporter une forte valeur ajoutée sur la vision stratégique et une expertise réelle sur la performance dataContribuer au développement de \""go-to-market\"" liés aux nouveaux outils en cours de constructionVendre, soutenir auprès des clients et prospects les nouveaux go-to-marketEtre une interface stratégique auprès des clients et prospectsPiloter les missions liées à l'optimisation de la performance marketing :élaboration de dashboards de performance clientdéfinition de plans d'action marketing multi-leviersélaboration de business plans (allocations budgétaires et ROI)pilotage opérationnels des plans d'action multi-leviersCONDUITE DU CHANGEMENT
Représenter l'expertise au sein de l'agence et en externePromouvoir les nouveaux outils et \""go-to-market\"" au sein de l'agenceOrganiser des actions de sensibilisation / formation auprès des différentes cellulesEn fonction du développement de l'activi... ",2022-02-08T07:47:57.000Z,2022-02-11T20:35:30.000Z,M1802,Expertise et support en systèmes d'information,Data manager,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,False,1,False,59 - ESCAUTPONT, ,False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9009259,"[{'nom': 'JOBINTREE', 'url': 'https://www.jobintree.com/offre-emploi/la-releve-7896/cdi-data-marketing-manager-41930977?utm_source=pole-emploi&utm_medium=flux-offres&utm_campaign=partenaire', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobintree80.png'}]",,50.419469,3.557675,59207,,,,,,,,,,,,,,,,,,,,,,,,
42,8934188,Consultant Data Analytics  H/F,"Pour accompagner le plan de transformation d'envergure de Damart, nous recherchons un Consultant Data Analytics !
 
 Nous avons besoin de vous pour :
 

 * Participer au recueil et au cadrage des besoins des utilisateurs et managers métiers (Achat, Finance, RH, logistique, Produit, etc.),
 * Concevoir et Réaliser des produits DATA permettant de traiter des volumes importants de données.
 * Définir et réaliser des flux d'alimentation
 * Concevoir et réaliser des tableaux de bord, en collaboration avec les UXs Designers
 * Accompagner des key users et des utilisateurs finaux dans l'usage des nouveaux rapports (formations, support,..)
 * Contribuer à l'amélioration du reporting et du pilotage de la performance
 * Identifier avec ses partenaires métiers des quick wins autour de la Data (Analytics, AI) et les mettre en œuvre
Quelles compétences et expériences sont nécessaires ? Une expérience réussie de Consultant Data BI confirmé dans le domaine du retail vous ayant amené à côtoyer pour une durée significative l'univers des stocks, des produits et des magasins. Une vraie technicité au service d'une capacité d'analyse approfondie vous permettant d'appréhender des problématiques fonctionnelles et techniques riches et variées.
 
 Mais aussi ! : Vous faites preuve d'un réel esprit d'équipe et d'un sens aigu de la relation client et du service, de bonnes capacités d'adaptation et d'autonomie ! Vous avez envie d'un vrai challenge dans une entreprise en pleine transformation !
 
 Dans quel environnement ? Google Cloud Platform / BigQuery / GCS / GKE / SQL / Python / Datastudio / Tabaleau Software/ Dictionnaire de données (Meta Analysis)
 
 Méthodologie : Agile
 
 Langue : Anglais
 
 Rejoignez notre belle entreprise ! Et transformons-la ensemble ! ",2022-02-06T04:01:11.000Z,2022-02-11T20:35:30.000Z,M1403,Études et prospectives socio-économiques,Data analyst,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée,False,1,False,59 - ROUBAIX,"Née en 1953 d'une innovation - l'iconique Thermolactyl - Damart est une grande marque patrimoniale française, l'une des rares à être entrée dans le langage commun : « il fait froid, mets ton Damart ! » . Notre leadership sur le marché des seniors, en plein essor, est fondé sur une double expertise : le textile intelligent, source de bien-être pour toutes les générations et le prêt-à-porter, dédié aux femmes de 55 ans et plus qui recherchent le style et le confort. Pour sédui... ",False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/8934188,"[{'nom': 'BROADBEAN', 'url': 'https://www.aplitrak.com/?adid=bm1hcnRlbC44MTM1My42NzA2QGRhbWFydC5hcGxpdHJhay5jb20', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/broadbean80.png'}]",,3.047833,50.631718,59512,Damart,,,,,,,47,Commerce de détail de textiles en magasin spécialisé,,,,FD,,,,,,,,,,,
43,8918476,Web data analyst (H/F),"Rattaché e au Responsable Acquisition, vous avez les missions suivantes :
- L'audit des 3 sites e-commerce ;
- La mise en place et le pilotage des outils de digital analytics et des gestionnaires de tags (conversion, plan de tracking, fiabilité des données, évolution du tracking en lien avec l'actualité Analytics) ;
- L'accompagnement et l'implémentation de tableaux de bord (Google Analytics, Data Studio, Power BI) pour l'équipe E-commerce ;
- La coordination, le respect de la délivrabilité et le suivi des différentes actions visant à l'amélioration du taux de conversion ;
- L'analyse des campagnes en terme de performance (CA, conversion, rapidité du site, ventes croisées, etc.) ;
- L'analyse des KPIs et les recommandations techniques (ad-centric et site-centric) ;
- La stratégie E-merchandising : ranking produits, recommandations produits (A B testing, etc.), mise en avant d'offres sur les sites ;
- L''analyse ponctuelle sur les performances campagnes, pays mais également produits (Requêtes MySQL) ;
- La collaboration avec les entités du groupe sur des projets communs DATA mais aussi la mise en place du CDP (Customer Data Platforms) avec les marques du groupe.
Contrat : CDI Vous avez suivi une formation supérieure en E-commerce   Marketing Digital et vous avez une ou plusieurs expériences réussies (minimum 2 ans) sur un post de Data Analyst.
Vous parlez couramment anglais pour des échanges quotidiens à l'oral et à l'écrit.
Vous êtes curieux(se), autonome, vous avez un très bon sens de l'analyse et êtes orienté résultats. Vous avez une culture web, vous suivez les tendances digitales et vous aimez échanger et partager en équipe. Vous maîtrisez Google Analytics. Vous êtes familier des technologies récentes. ",2022-02-05T12:53:37.000Z,2022-02-11T20:35:30.000Z,M1403,Études et prospectives socio-économiques,Data analyst,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée,False,1,False,59 - LILLE,"Fed Business, cabinet de recrutement spécialisé dans les fonctions commerciales, marketing et communication, recherche pour son client Pureplayer dans le secteur de la boisson, un e Web Data Analyst dans le cadre d'un CDI à pourvoir dès que possible en métropole lilloise. ",False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/8918476,"[{'nom': 'DISTRIJOB', 'url': 'https://www.distrijob.fr/offre-emploi/web-data-analyst-h-f-lille-1372570.aspx?utm_source=pole-emploi&utm_medium=site-partenaire&utm_campaign=pole-emploi', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/distrijob80.png'}]",,50.630992,3.045433,59350,FED Business,,,,,,,,,,,,,,,,,,,,,,,
44,8911394,"Data scientist F/H - Système, réseaux, données (H/F)","Descriptif du poste:
Intégré au pôle Data science, vous délivrez des solutions Data. Pour cela, vous appréhendez les enjeux et la production de solutions de façon agile avec une cible industrielle, en vous assurant de la mise en place de ""Standards"" de développement pour fiabiliser le fonctionnement et la maintenance. Ainsi, vous explorez et analysez les données disponibles, produites et valorisées, développez et faites évoluer les solutions ""Data Core Model"" (algorithmes, outils de datavisualisation et de simulation). Vous contribuez aux Dashboard de pilotage et de mesure de performance avec des KPI métiers, réalisez des kits de déploiement (support de la méthodologie, spécifications techniques, prérequis Data Quality...), contribuez aux supports de présentation des solutions et des spécifications fonctionnelles, déployez et adaptez ces solutions aux différents pays et partagez votre expertise au sein de l'équipe Data. En parallèle, vous accompagnez les utilisateurs dans leur prise en main des données data (vulgarisation, pédagogie.) et accompagnez les pays dans l'utilisation des solutions data, leur professionnalisation et la résolution des incidents.

Profil recherché:
Titulaire d'un diplôme d'Ingénieur Bac +5 en Data science, vous possédez une forte expérience sur le développement d'algorithmes, idéalement acquise dans le secteur de la distribution. Anglais courant exigé pour ce poste.

Environnement technique :
- Expertise en langage de requête SQL.
- Expertise en statistiques (modélisation, prévision, économétrie...).
- Expertise en Machine Learning (feature engineering, apprentissage supervisé ou non supervisé, réseau de neurones, text-mining, NLP,...).
- Expertise en langage pour la Data Science comme Python.
- Identifier le bon algorithme lié aux cas d'utilisation business.
- Connaissances sur le traitement en batch.
- Connaissance des principes et de l'utilisation du versionning Git.
- Connaissance des concepts et des finalités d'optimisation et d'industrialisation d'algorithmes.
- Environnement Cloud Computing, idéalement Google Cloud Platform.

Envie d'intégrer des équipes motivées et dynamiques au sein d'une entreprise pleine de challenges ? Rejoignez l'aventure et cliquez ici pour postuler !

Je suis consultante en recrutement chez Hays Technology, spécialiste des métiers de l'infrastructure. J'aide les professionnels de la Tech à développer leur carrière et je m'assure que les organisations soient soutenues par les meilleurs talents. 

Chez Hays Technology, nous façonnons le futur du recrutement. La rapide transformation digitale crée un engagement sans faille avec les entreprises et signifie que depuis la base de votre organisation jusqu'au sommet, les compétences IT sont essentielles à la réussite. Alors que la concurrence pour les talents s'intensifie, nous sommes prêts à vous accompagner afin que vous ayez un impact réel sur les organisations ; alors discutons-en ensemble dès aujourd'hui ",2022-02-05T10:41:34.000Z,2022-02-11T20:35:30.000Z,M1403,Études et prospectives socio-économiques,Data scientist,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 5 An(s),False,1,False,59 - VILLENEUVE D ASCQ,"Hays Technology recherche un Data scientist pour rejoindre son client et accompagner ses pôles métiers clients/ventes/produit/supply.\nNotre client est un acteur incontournable du retail en France et en Europe, qui souhaite réinventer un commerce plus responsable. ",False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/8911394,"[{'nom': 'BROADBEAN', 'url': 'https://www.aplitrak.com/?adid=Y2F0dGVhdW0uODI4NjYuNjcwNkBoYXlzZnJhbmNlLmFwbGl0cmFrLmNvbQ', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/broadbean80.png'}]",,50.637916,3.147134,59009,Hays France,,,,,9,Cadre,78,Activités des agences de placement de main-d'œuvre,,,,A négocier,,,,,,,,,,,
45,8905390,APPRENTI(E) DATA ANALYST CHEZ ROYAL CANIN (H/F),"Recherche: APPRENTI(E) DATA ANALYST CHEZ ROYAL CANIN (H/F)
Royal Canin s'emploie depuis 1968 à créer la nutrition santé pour animaux la plus précise au monde. Nous contribuons ainsi à créer un monde meilleur pour les animaux de compagnie.
Nos valeurs :
- La quête du savoir
Notre compréhension approfondie des besoins des chiens et des chats nous permet de créer la nutrition santé pour animaux la plus précise au monde. Nous n'arrêtons jamais d'apprendre et ne tenons jamais rien pour acquis. C'est pourquoi, nous collaborons avec des experts scientifiques, vétérinaires et comportementaux, et nous entretenons un dialogue permanent avec les possesseurs de chats et de chiens du monde entier.
- L'obsession pour la santé animale
Nous mettons tout notre cœur et notre âme dans tout ce que nous faisons, et notre passion pour rendre le monde meilleur pour les animaux de compagnie et leurs maître est authentique.
- Les animaux de compagnie en premier.
Nous faisons toujours passer les bes... ",2022-02-05T08:58:49.000Z,2022-02-26T08:52:10.000Z,M1403,Études et prospectives socio-économiques,Data analyst,CDD,Contrat à durée déterminée - 12 Mois,Cont. professionnalisation,D,Débutant accepté,True,1,False,59 - LILLE, ,False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/8905390,"[{'nom': 'JOBINTREE', 'url': 'https://www.jobintree.com/offre-emploi/openclassrooms-8076/apprentie-data-analyst-chez-royal-canin-41835379?utm_source=pole-emploi&utm_medium=flux-offres&utm_campaign=partenaire', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobintree80.png'}]",,50.630992,3.045433,59350,,,,,,,,,,,,,,,,,,,,,,,,
46,8904103,APPRENTI(E) DATA ANALYST CHEZ BNP PARIBAS SA (H/F),"Recherche: APPRENTI(E) DATA ANALYST CHEZ BNP PARIBAS SA (H/F)
L'entreprise
Notre monde change ! Aujourd'hui, ce qui compte dans un job, c'est de vivre de véritables expériences, d'apprendre, de partager objectifs et résultats avec ses collègues. Bref, de tracer son propre chemin, différent, responsable et durable. Chez BNP Paribas, nous recrutons nos collaborateurs avec l'idée qu'ils nous aideront à concevoir le monde et la banque de demain.
La diversité, l'équité et l'inclusion sont des valeurs clefs pour le bien-être et la performance des équipes. Chez BNP Paribas, nous souhaitons accueillir et retenir tous les talents sans distinction : c'est ainsi que nous construirons, ensemble, la finance de demain, innovante, responsable et durable.
La formation
Vous suivez un cursus en alternance avec OpenClassrooms en parallèle de vos missions chez l'employeur dans le cadre d'un contrat d'apprentissage ou d'un contrat de professionnalisation. Nous vous invitons à vérifier votre éligib... ",2022-02-05T08:55:38.000Z,2022-02-26T08:56:24.000Z,M1403,Études et prospectives socio-économiques,Data analyst,CDD,Contrat à durée déterminée - 12 Mois,Cont. professionnalisation,D,Débutant accepté,True,1,False,59 - LILLE, ,False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/8904103,"[{'nom': 'JOBINTREE', 'url': 'https://www.jobintree.com/offre-emploi/openclassrooms-8076/apprentie-data-analyst-chez-bnp-paribas-sa-41835380?utm_source=pole-emploi&utm_medium=flux-offres&utm_campaign=partenaire', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobintree80.png'}]",,50.630992,3.045433,59350,,,,,,,,,,,,,,,,,,,,,,,,
47,8903983,APPRENTI(E) DATA ANALYST (H/F),"Recherche: APPRENTI(E) DATA ANALYST (H/F)
OpenClassrooms est une entreprise à mission qui s'est fixée pour ambition de rendre l'éducation accessible à toutes et tous, partout.
OpenClassrooms est un acteur clef de la transformation digitale des entreprises et organisations car elle les aide à recruter et former leurs talents sur les compétences de l'économie numérique. Avec une communauté de plus de 2 millions d'étudiants, nous sommes désormais la première école en ligne en Europe et en Afrique, et offrons des diplômes 100% en ligne reconnus par l'Etat.
Les avantages des parcours en alternance chez OpenClassrooms :
* Cours en vidéo et projets professionnalisants accessibles 24h/24, 7j/7
* 100% en ligne : pas de date de rentrée imposée (démarrage toutes les semaines) et aucun déplacement nécessaire
* Accompagnement personnalisé par un mentor expert chaque semaine.
* Un diplôme de niveau Bac+2 à Bac+5 reconnu par l'État français.
* Coaching gratuit pour trouver son alternance
... ",2022-02-05T08:55:22.000Z,2022-02-26T08:50:19.000Z,M1403,Études et prospectives socio-économiques,Data analyst,CDD,Contrat à durée déterminée - 12 Mois,Cont. professionnalisation,D,Débutant accepté,True,1,False,59 - LILLE, ,False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/8903983,"[{'nom': 'JOBINTREE', 'url': 'https://www.jobintree.com/offre-emploi/openclassrooms-8076/apprentie-data-analyst-41835383?utm_source=pole-emploi&utm_medium=flux-offres&utm_campaign=partenaire', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobintree80.png'}]",,50.630992,3.045433,59350,,,,,,,,,,,,,,,,,,,,,,,,
48,8903810,APPRENTI(E) DATA ANALYST CHEZ APRIL GROUP (H/F),"Recherche: APPRENTI(E) DATA ANALYST CHEZ APRIL GROUP (H/F)
Analyste de données Web chez APRIL GROUP, Auvergne-Rhône-Alpes
L'entreprise
Créé en 1988, APRIL est un groupe international de services en assurance implanté dans 22 pays, dont l'ambition est de proposer à ses clients une expérience de l'assurance plus facile et plus accessible. Plus de 3 000 collaborateurs conçoivent, distribuent et gèrent des solutions spécialisées d'assurance autour de cinq marchés d'expertise (emprunteur, santé internationale, Pros / TPE, santé et prévoyance locales, dommage de niches) pour ses partenaires et clients - particuliers, professionnels et entreprises. Le groupe a réalisé en 2019 un chiffre d'affaires de 1 017,3 millions d'euros.
APRIL Courtage, filiale du groupe APRIL composée d'une dizaine de collaborateurs, est un groupement d'intérêt économique qui fédère les filiales du groupe qui distribuent leurs offres via un réseau intermédiaire de 15 000 courtiers indépendants et d'agents généra... ",2022-02-05T08:54:56.000Z,2022-02-26T08:53:23.000Z,M1403,Études et prospectives socio-économiques,Data analyst,CDD,Contrat à durée déterminée - 12 Mois,Cont. professionnalisation,D,Débutant accepté,True,1,False,59 - LILLE, ,False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/8903810,"[{'nom': 'JOBINTREE', 'url': 'https://www.jobintree.com/offre-emploi/openclassrooms-8076/apprentie-data-analyst-chez-april-group-41835375?utm_source=pole-emploi&utm_medium=flux-offres&utm_campaign=partenaire', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobintree80.png'}]",,50.630992,3.045433,59350,,,,,,,,,,,,,,,,,,,,,,,,
49,8902607,APPRENTI(E) DATA ANALYST CHEZ HAVAS (H/F),"Recherche: APPRENTI(E) DATA ANALYST CHEZ HAVAS (H/F)
Spécialisé dans les domaines du conseil et de l'achat d'espace publicitaire, avec plus de 800 salariés, le groupe HAVAS Média est le n°1 sur le marché français en matière de TV, presse, radio, affichage, digital, événementiel...
La formation
Vous suivrez un Cursus en alternance avec OpenClassrooms en parallèle de vos missions chez l'employeur dans le cadre d'un contrat d'apprentissage exclusivement. Nous vous invitons à vérifier votre éligibilité au contrat visé en suivant le lien précédent. Vous percevrez une rémunération (jusqu'à 120% du SMIC selon les cas) dès le 1er jour. Les modalités, durée, rythme, etc sont à définir avec l'employeur en fonction de contrat choisi.
Les avantages des parcours en alternance chez OpenClassrooms :
- Cours en vidéo et projets professionnalisants accessibles 24h/24, 7j/7
- 100% en ligne : pas de date de rentrée imposée (démarrage toutes les semaines) et aucun déplacement nécessaire
- Accom... ",2022-02-05T08:51:59.000Z,2022-02-26T08:53:33.000Z,M1403,Études et prospectives socio-économiques,Data analyst,CDD,Contrat à durée déterminée - 12 Mois,Cont. professionnalisation,D,Débutant accepté,True,1,False,59 - LILLE, ,False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/8902607,"[{'nom': 'JOBINTREE', 'url': 'https://www.jobintree.com/offre-emploi/openclassrooms-8076/apprentie-data-analyst-chez-havas-41835381?utm_source=pole-emploi&utm_medium=flux-offres&utm_campaign=partenaire', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobintree80.png'}]",,50.630992,3.045433,59350,,,,,,,,,,,,,,,,,,,,,,,,
50,8852313,Architecte Data  - H/F,"Pour accompagner le plan de transformation d'envergure de Damart, nous recherchons un Architecte Data !
 
 Nous avons besoin de vous pour :
 

 * Participer activement à la construction et au support de la roadmap Data
 * Mettre en œuvre et garantir les standards et concepts d'architecture Data
 * Accompagner notre projet de construction d'une plateforme Data en collaboration avec les consultants Data & Analytics
 * Prendre en charge les études d'architecture Data en phase de cadrage des projets en collaboration avec les autres architectes du SI
 * Accompagner la mise en œuvre de la gouvernance Data
 * Promouvoir une culture Data au sein de la DSI et de l'entreprise
 * Réaliser une veille technologique sur le périmètre de la Data et proposer des solutions innovantes à mettre en œuvre
Quelles compétences et expériences sont nécessaires ? Vous justifiez d'une expérience de 3 ans minimum dans un rôle d'Architecte Data, idéalement dans le secteur du retail ou de la vente à distance.
 
 Vous connaissez ou avez très envie de découvrir Google Cloud Platform
 
 Dans quel environnement ? Google Cloud Platform, BigQuery , Tableau Software, Meta Analysis
 
 Une maitrise de l'anglais à l'écrit et à l'oral est essentielle pour pouvoir échanger avec nos collègues Anglais ;)
 
 Rejoignez notre belle entreprise ! Et transformons-la ensemble ! ",2022-02-04T08:56:14.000Z,2022-02-11T20:35:30.000Z,M1802,Expertise et support en systèmes d'information,Architecte de données informatiques,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),False,1,False,59 - ROUBAIX,"Née en 1953 d'une innovation - l'iconique Thermolactyl - Damart est une grande marque patrimoniale française, l'une des rares à être entrée dans le langage commun : « il fait froid, mets ton Damart ! » . Notre leadership sur le marché des seniors, en plein essor, est fondé sur une double expertise : le textile intelligent, source de bien-être pour toutes les générations et le prêt-à-porter, dédié aux femmes de 55 ans et plus qui recherchent le style et le confort. Pour sédui... ",False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/8852313,"[{'nom': 'BROADBEAN', 'url': 'https://www.aplitrak.com/?adid=bm1hcnRlbC42OTkzMi42NzA2QGRhbWFydC5hcGxpdHJhay5jb20', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/broadbean80.png'}]",,3.047833,50.631718,59512,Damart,,,,,,,47,Commerce de détail de textiles en magasin spécialisé,,,,FD,,,,,,,,,,,
51,8851544,Data analyst / flux BI H/F,"Vous intervenez sur les bases de données et les flux de l'ensemble du périmètre data. Votre première mission est la constitution, l'alimentation et l'exploitation du datawarehouse :
* Assurer le maintien de tous les flux de production en condition opérationnelle.
* Développer de nouveaux flux, intervenir sur toutes les phases en amont et en aval du projet (analyse de besoins, conception, rédaction de spécifications, développement, tests, mise en production).
* Faire évoluer les flux existants (refactoring, optimisation, fiabilisation).
De formation supérieure en informatique, vous justifiez de 5 ans d'expérience en gestion de flux et décisionnel.
Vous maîtrisez les outils Talend et SQL et connaissez les outils Snowflake, InfluxDB, Tableau et Grafana. Autonome et fédérateur, vous possédez un excellent relationnel et aimez travailler en équipe. Force de proposition, vous êtes également rigoureux et curieux.

Envie d'intégrer des équipes motivées et dynamiques au sein d'une entreprise pleine de challenges ? Rejoignez l'aventure et cliquez pour postuler !

Je suis consultante en recrutement chez Hays Technology, spécialiste des métiers de l'infrastructure. J'aide les professionnels de la Tech à développer leur carrière et je m'assure que les organisations soient soutenues par les meilleurs talents. 
Chez Hays Technology, nous façonnons le futur du recrutement. La rapide transformation digitale crée un engagement sans faille avec les entreprises et signifie que depuis la base de votre organisation jusqu'au sommet, les compétences IT sont essentielles à la réussite. Alors que la concurrence pour les talents s'intensifie, nous sommes prêts à vous accompagner afin que vous ayez un impact réel sur les organisations ; alors discutons-en ensemble dès aujourd'hui. ",2022-02-04T08:53:24.000Z,2022-02-11T20:35:30.000Z,M1802,Expertise et support en systèmes d'information,Data manager,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 5 An(s),False,1,False,59 - VILLENEUVE D ASCQ,"Notre client est une PME lilloise spécialiste des opérations de motivation, fidélisation et parrainage. L'exploitation des données est un enjeux stratégique majeur pour la société. ",False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/8851544,"[{'nom': 'BROADBEAN', 'url': 'https://www.aplitrak.com/?adid=Y2F0dGVhdW0uODQ5NTIuNjcwNkBoYXlzZnJhbmNlLmFwbGl0cmFrLmNvbQ', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/broadbean80.png'}]",,3.153526,50.632439,59009,Hays France,,,,,,,70,Conseil en relations publiques et communication,,,,,,,,,"Annuel de 40000,00 Euros ï¿½ 45000,00 Euros",,,,,,
52,8732021,Data Quality Manager (IT) (H/F),"- Bonne maitrise des requêtes SQL, idéalement connaissance de GCP
- Connaissance d'un ou plusieurs domaines fonctionnels : client, produit, ventes, supply, référentiels, stocks 
- Gestion de plans de charge
- Recueillir les irritants autour de la qualité de données
- Définir des indicateurs de qualité de données à mettre en place, les prioriser et en suivre la mise en place
- Monitorer quotidiennement les KPIs de qualité de données pour détecter les incidents
- Réaliser les 1ères analyses permettant d'identifier les causes d'anomalies
- Mettre en place & piloter les actions correctives nécessaires à la mise en place d'une donnée de qualité par les pays et/ou les équipes IT, en lien avec les équipes de Data Management
- Analyser l'évolution de la qualité de donnée (évolution des KPI dans le temps)
- Réaliser des audits sur la qualité des données
- Participer au cadrage des projets en participant aux audits de données
- Accompagner les équipes et pays sur leur montée en compétences sur la qualité de données
- Formaliser les règles permettant un bon usage de la donnée ",2022-02-02T22:10:15.000Z,2022-02-11T20:35:30.000Z,M1803,Direction des systèmes d'information,Directeur / Directrice informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,False,1,False,59 - LILLE, ,False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/8732021,"[{'nom': 'JOBIJOBA', 'url': 'https://www.jobijoba.com/fr/annonce/26/86eee89cb183b1eccc6ebd04549c275a', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobijoba80.png'}]",,50.630992,3.045433,59350,,,,,,6,Employé qualifié,,,,,,,,,,,,,,,,,
