,id,intitule,description,dateCreation,dateActualisation,romeCode,romeLibelle,appellationlibelle,typeContrat,typeContratLibelle,natureContrat,experienceExige,experienceLibelle,competences,dureeTravailLibelle,dureeTravailLibelleConverti,alternance,nombrePostes,accessibleTH,qualificationCode,qualificationLibelle,secteurActivite,secteurActiviteLibelle,qualitesProfessionnelles,lieuTravail.libelle,lieuTravail.latitude,lieuTravail.longitude,lieuTravail.codePostal,lieuTravail.commune,entreprise.nom,entreprise.entrepriseAdaptee,salaire.libelle,origineOffre.origine,origineOffre.urlOrigine,offresManqueCandidats,entreprise.description,entreprise.logo,entreprise.url,contact.nom,contact.coordonnees1,contact.courriel,deplacementCode,deplacementLibelle,salaire.complement1,salaire.complement2,formations,contact.urlPostulation,langues,origineOffre.partenaires,salaire.commentaire
105,0071700,Data Solution Architect (H/F),"Carrefour capitalise sur la richesse de ses données pour développer de nouvelles solutions à destination de ses partenaires, incluant le partage d'insights à forte valeur ajoutée, le ciblage et l'activation marketing au travers de campagnes de dernière génération, la publicité digitale ciblée, etc. L'ensemble de ces solutions sont développées et déployées dans le cadre d'un programme de valorisation de la donnée appelé ""Carrefour Links"". Porteur de cette ambition, la Direction Links Operations, recrute un(e) : Data Solution Architect (H/F) PROFIL : Diplômé(e) d'une École d'ingénieur ou équivalent Bac+5 minimum Vous avez au moins 5 ans d'expérience dont 2 ans sur un poste équivalent. Vous détenez une ou plusieurs certifications Google Cloud Platform (ou Azure ou AWS). Vous avez un anglais professionnel à l'oral comme à l'écrit. COMPÉTENCES : Vous êtes passionné(e) par la Data et faisant preuve à la fois d'expertise technique et d'appétence fonctionnelle. Vous avez participé par le passé à la conception et/ou à la migration d'entrepôts et de lacs de données sur le Cloud. Vous avez eu par le passé une expérience riche et avérée en tant que Développeur(se) Senior/Lead Technique. Vous êtes très à l'écoute avec d'excellentes capacités de synthèse et d'analyse. Vous êtes bien organisé(e) et rigoureux(se) dans la conception et la documentation de vos solutions. Vous êtes à l'aise pour préparer et mener des présentations et adapter votre discours en fonction de l'audience en face de vous. Vous appréciez le travail en équipe dans un contexte Agile (Scrum, SAFe). Vous faites preuve de leadership et êtes capable de fédérer les différentes parties prenantes autour de vos initiatives. Vous êtes curieux et menez régulièrement de la veille technologique autour des thématiques Cloud, Data, IA et Devops. RESPONSABILITÉS : Collecter et analyser les besoins exprimés par les différents métiers de Carrefour Links. Identifier les offres adaptées sur Google Cloud Platform et concevoir les architectures des solutions en prenant en compte à la fois les besoins fonctionnels et les besoins non fonctionnels. Concevoir les modèles de données au sein du Group Datawarehouse et des différents Data Marts en s'appuyant sur les solutions Google Cloud. Etre garant(e) de l'homogénéité et la cohérence des architectures et modèles de données définis sur le périmètre Carrefour Links. Exemples de technologies utilisées sur le périmètre Carrefour Links : BigQuery, dbt, Looker, Data Studio, Cloud Functions, Cloud Workflows, Node.js, Vue.js, Python. Informations complémentaires : Le poste est basé en région parisienne avec possibilité de télétravail jusqu'à 3 jours par semaine. Des déplacements au sein des entités, et leurs agences peuvent avoir lieu. Type de contrat : CDI Statut : Cadre Lieu : Massy ",2022-03-03T05:06:36.000Z,2022-03-03T05:06:36.000Z,M1802,Expertise et support en systèmes d'information,Analyste en vulnérabilité de code logiciel,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 5 An(s),,,,False,1,False,9,Cadre,,,,91 - STE GENEVIEVE DES BOIS,48.639041,2.327655,,91549,,False,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/0071700,, ,,,,,,,,,,,,,"[{'nom': 'JOBIJOBA', 'url': 'https://www.jobijoba.com/fr/annonce/26/94ed1cd54abefe8faeda5cfb0d46ffb9', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobijoba80.png'}]",
106,0071611,Data Solution Architect (H/F),"Carrefour capitalise sur la richesse de ses données pour développer de nouvelles solutions à destination de ses partenaires, incluant le partage d'insights à forte valeur ajoutée, le ciblage et l'activation marketing au travers de campagnes de dernière génération, la publicité digitale ciblée, etc. L'ensemble de ces solutions sont développées et déployées dans le cadre d'un programme de valorisation de la donnée appelé ""Carrefour Links"". Porteur de cette ambition, la Direction Links Operations, recrute un(e) : Data Solution Architect (H/F) PROFIL : Diplômé(e) d'une École d'ingénieur ou équivalent Bac+5 minimum Vous avez au moins 5 ans d'expérience dont 2 ans sur un poste équivalent. Vous détenez une ou plusieurs certifications Google Cloud Platform (ou Azure ou AWS). Vous avez un anglais professionnel à l'oral comme à l'écrit. COMPÉTENCES : Vous êtes passionné(e) par la Data et faisant preuve à la fois d'expertise technique et d'appétence fonctionnelle. Vous avez participé par le passé à la conception et/ou à la migration d'entrepôts et de lacs de données sur le Cloud. Vous avez eu par le passé une expérience riche et avérée en tant que Développeur(se) Senior/Lead Technique. Vous êtes très à l'écoute avec d'excellentes capacités de synthèse et d'analyse. Vous êtes bien organisé(e) et rigoureux(se) dans la conception et la documentation de vos solutions. Vous êtes à l'aise pour préparer et mener des présentations et adapter votre discours en fonction de l'audience en face de vous. Vous appréciez le travail en équipe dans un contexte Agile (Scrum, SAFe). Vous faites preuve de leadership et êtes capable de fédérer les différentes parties prenantes autour de vos initiatives. Vous êtes curieux et menez régulièrement de la veille technologique autour des thématiques Cloud, Data, IA et Devops. RESPONSABILITÉS : Collecter et analyser les besoins exprimés par les différents métiers de Carrefour Links. Identifier les offres adaptées sur Google Cloud Platform et concevoir les architectures des solutions en prenant en compte à la fois les besoins fonctionnels et les besoins non fonctionnels. Concevoir les modèles de données au sein du Group Datawarehouse et des différents Data Marts en s'appuyant sur les solutions Google Cloud. Etre garant(e) de l'homogénéité et la cohérence des architectures et modèles de données définis sur le périmètre Carrefour Links. Exemples de technologies utilisées sur le périmètre Carrefour Links : BigQuery, dbt, Looker, Data Studio, Cloud Functions, Cloud Workflows, Node.js, Vue.js, Python. Informations complémentaires : Le poste est basé en région parisienne avec possibilité de télétravail jusqu'à 3 jours par semaine. Des déplacements au sein des entités, et leurs agences peuvent avoir lieu. Type de contrat : CDI Statut : Cadre Lieu : Massy ",2022-03-03T05:06:24.000Z,2022-03-03T05:06:24.000Z,M1802,Expertise et support en systèmes d'information,Analyste en vulnérabilité de code logiciel,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 5 An(s),,,,False,1,False,9,Cadre,,,,91 - SAVIGNY SUR ORGE,48.685402,2.349213,,91589,,False,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/0071611,, ,,,,,,,,,,,,,"[{'nom': 'JOBIJOBA', 'url': 'https://www.jobijoba.com/fr/annonce/26/42bbb5d495d8c90f17e0994897d2193b', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobijoba80.png'}]",
107,0071551,ADMINISTRATEUR BIG DATA (H/F),"Recherche: ADMINISTRATEUR BIG DATA (H/F)
Au sein de la DSI, le pôle Support Applicatif à la charge du support des applications sur les périmètres Global Markets, Gestion d'actifs et Financements. L'équipe Administrateur Base de Données (Microsoft / Sybase / Oracle / MySQL) évolue pour enrichir son offre de service au Big Data. Dans ce contexte d'évolution des besoins et des technologies l'équipe a besoin de renfort dans le domaine du Big Data.
Missions principales :
En tant que ""Administrateur Big Data"" vous aurez la charge dans une équipe d'environ 15 personnes de :
- Participer et représenter l'équipe DBA dans les divers sujets HADOOP ( Hbase, Hive, Indexima, mondrian , scoop, Pig .. Couchbase/mongoDB . )
- Administrer les couches hautes des plateformes Hadoop (SQL, Hive, Hbase, Pig, Spark, .) - Documenter et Former l'équipe aux technologies HADOOP (Compétences relationnelles et rédactionnelles)
- Evangéliser et Former les autres équipes (Compétences pour réaliser des prése... ",2022-03-03T05:06:15.000Z,2022-03-03T05:06:15.000Z,M1801,Administration de systèmes d'information,Administrateur / Administratrice de bases de données,CDD,Contrat à durée déterminée - 24 Mois,Cont. professionnalisation,D,Débutant accepté,,,,True,1,False,,,,,,75 - PARIS 01,48.859,2.347,,75101,,False,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/0071551,, ,,,,,,,,,,,,,"[{'nom': 'JOBINTREE', 'url': 'https://www.jobintree.com/offre-emploi/cfa-insta-5177/administrateur-big-data-26617536?utm_source=pole-emploi&utm_medium=flux-offres&utm_campaign=partenaire', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobintree80.png'}]",
108,0071519,SPÉCIALISTE SOLUTIONS BIG DATA - H/F,"Présentation de l'entrepriseLa Direction Générale du Système d'Information (DGSI) a pour rôle de concevoir et mettre en œuvre la stratégie informatique de la Banque de France. Elle veille à la mise à niveau de l'architecture informatique, à l'intégration de l'innovation, à la sécurité numérique de la Banque de France mais aussi à la bonne gestion de son patrimoine de données. La DGSI regroupe plus de 2000 personnes (internes et externes) réparties sur différents sites, à Paris, Vincennes, Marne la Vallée, Paris La Courneuve et Poitiers.Au sein de la DDSA, le service Socle d'industrialisation pour la Data (SONATA) porte l'offre de service « Data Platform » matérialisée par un ensemble de produits autour de la donnée, visant à faciliter le référencement, l'accès, le stockage, l'exploitation et la valorisation des données, et à faciliter la transition de l'innovation à la production.Dans le cadre de ces activités, nous recrutons un spécialiste dans le design et le déploiement de solutions Big Data (Cloudera Data Platform en particulier) afin de renforcer le pôle expertise des composants Big Data. Ce poste sera localisé à Paris (2ième arrondissement) et offre la possibilité de télétravail.Description du posteSous la conduite du responsable du centre d'expertise des composants Big Data, vous serez chargé de :Qualifier les composants Big Data (suite logicielle Cloudera Dataplatform, Elastic Search, .) et de définir leurs domaines d'usage,Industrialiser, normaliser et documenter l'installation, la configuration et l'usage des solutions BIGDATA qualifiées, conformément aux exigences du SI de la Banque de France,Conseiller et assurer l'assistance aux équipes du programme Dataplatforme et aux projets clients en lien avec les services d'architecture et d'infrastructure,Participer aux prototypes permettant de valider les solutions techniques,Préparer et automatiser les déploiements des solutions Bigdata avec l'aide de nos DEVOPS,Assurer le support niveau 3 dans le cadre du suivi de production,Participer aux cérémonies 'Agile' (référentiel SAFe) du programme Dataplatforme.Profil recherchéIssu d'une formation supérieure ingénieur ou universitaire (bac + 4 minimum), vous justifiez d'une première expérience en tant que spécialiste solutions Big Data « On prem » en charge de la mise en place de socles techniques. Vous maitrisez l'usage des composants de la solution Cloudera Dataplatform, Atlas, Kafka, Airflow, ELK . Force de proposition et pédagogue, vous êtes apte à comprendre une problématique métier et à identifier une solution en phase avec les besoins. Vous avez un sens aigu du service et vous êtes pragmatique et orienté solution. Enfin, vous avez l'esprit de synthèse et disposez de bonnes qualités rédactionnelles. L'ensemble des travaux seront conduits selon les principes agiles (Référentiel Safe).Un niveau d'anglais professionnel est requis pour ce poste. #LI-BDFContactez nos ambassadeurs La Banque de France est une institution socialement responsable, attachée à la diversité de ses personnels. Des aménagements de poste peuvent être organisés pour tenir compte des handicaps des personnes recrutées. ",2022-03-03T05:06:11.000Z,2022-03-03T05:06:11.000Z,M1403,Études et prospectives socio-économiques,Analyste en intelligence économique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,,,,False,1,False,9,Cadre,,,,75,48.859,2.347,,75056,,False,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/0071519,, ,,,,,,,,,,,,,"[{'nom': 'JOBIJOBA', 'url': 'https://www.jobijoba.com/fr/annonce/26/d937558ce27628d020fdcb7b90a3e58b', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobijoba80.png'}]",
109,0071320,Data Solution Architect (H/F),"Carrefour capitalise sur la richesse de ses données pour développer de nouvelles solutions à destination de ses partenaires, incluant le partage d'insights à forte valeur ajoutée, le ciblage et l'activation marketing au travers de campagnes de dernière génération, la publicité digitale ciblée, etc. L'ensemble de ces solutions sont développées et déployées dans le cadre d'un programme de valorisation de la donnée appelé ""Carrefour Links"". Porteur de cette ambition, la Direction Links Operations, recrute un(e) : Data Solution Architect (H/F) PROFIL : Diplômé(e) d'une École d'ingénieur ou équivalent Bac+5 minimum Vous avez au moins 5 ans d'expérience dont 2 ans sur un poste équivalent. Vous détenez une ou plusieurs certifications Google Cloud Platform (ou Azure ou AWS). Vous avez un anglais professionnel à l'oral comme à l'écrit. COMPÉTENCES : Vous êtes passionné(e) par la Data et faisant preuve à la fois d'expertise technique et d'appétence fonctionnelle. Vous avez participé par le passé à la conception et/ou à la migration d'entrepôts et de lacs de données sur le Cloud. Vous avez eu par le passé une expérience riche et avérée en tant que Développeur(se) Senior/Lead Technique. Vous êtes très à l'écoute avec d'excellentes capacités de synthèse et d'analyse. Vous êtes bien organisé(e) et rigoureux(se) dans la conception et la documentation de vos solutions. Vous êtes à l'aise pour préparer et mener des présentations et adapter votre discours en fonction de l'audience en face de vous. Vous appréciez le travail en équipe dans un contexte Agile (Scrum, SAFe). Vous faites preuve de leadership et êtes capable de fédérer les différentes parties prenantes autour de vos initiatives. Vous êtes curieux et menez régulièrement de la veille technologique autour des thématiques Cloud, Data, IA et Devops. RESPONSABILITÉS : Collecter et analyser les besoins exprimés par les différents métiers de Carrefour Links. Identifier les offres adaptées sur Google Cloud Platform et concevoir les architectures des solutions en prenant en compte à la fois les besoins fonctionnels et les besoins non fonctionnels. Concevoir les modèles de données au sein du Group Datawarehouse et des différents Data Marts en s'appuyant sur les solutions Google Cloud. Etre garant(e) de l'homogénéité et la cohérence des architectures et modèles de données définis sur le périmètre Carrefour Links. Exemples de technologies utilisées sur le périmètre Carrefour Links : BigQuery, dbt, Looker, Data Studio, Cloud Functions, Cloud Workflows, Node.js, Vue.js, Python. Informations complémentaires : Le poste est basé en région parisienne avec possibilité de télétravail jusqu'à 3 jours par semaine. Des déplacements au sein des entités, et leurs agences peuvent avoir lieu. Type de contrat : CDI Statut : Cadre Lieu : Massy ",2022-03-03T05:05:41.000Z,2022-03-03T05:05:41.000Z,M1802,Expertise et support en systèmes d'information,Analyste en vulnérabilité de code logiciel,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 5 An(s),,,,False,1,False,9,Cadre,,,,91 - DRAVEIL,48.677829,2.411785,,91201,,False,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/0071320,, ,,,,,,,,,,,,,"[{'nom': 'JOBIJOBA', 'url': 'https://www.jobijoba.com/fr/annonce/26/a6660d1a8693b5c727294806ca60a5be', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobijoba80.png'}]",
110,0071158,DATA ANALYST - PYTHON (H/F),"Recherche: DATA ANALYST - PYTHON (H/F)
DATA ANALYST - PYTHON H/F (NUMÉRO DE L'EMPLOI : REAL_ESTATE21_1129_1)
Leader européen de services immobiliers, BNP Paribas Real Estate couvre l'ensemble du cycle de vie d'un bien : Promotion, Transaction, Conseil, Expertise, Property Management et Investment Management.
Avec 5 000 collaborateurs, BNP Paribas Real Estate accompagne localement propriétaires; locataires, investisseurs et collectivités dans 30 pays (à travers ses implantations et son réseau d'alliances) en Europe, au Moyen-Orient et en Asie. BNP Paribas Real Estate, une société du Groupe BNP Paribas, a réalisé 759.1 M€ de revenus en 2020.
Pour plus d'informations : Analyst - Python H/F
Poste en CDI - basé à Issy-les-Moulineaux (92)
Identification des données externes nécessaires aux analyses
Mise en place de pipes et automatisation de la collecte de données externes
Traitement des données préalables aux différentes analyses
Étude et mise en place des meilleures solutions tec... ",2022-03-03T05:05:17.000Z,2022-03-03T05:05:17.000Z,M1403,Études et prospectives socio-économiques,Data analyst,LIB,Profession libérale,Emploi non salarié,D,Débutant accepté,,,,False,1,False,,,,,,92 - ISSY LES MOULINEAUX,48.823903,2.262888,,92040,,False,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/0071158,, ,,,,,,,,,,,,,"[{'nom': 'JOBINTREE', 'url': 'https://www.jobintree.com/offre-emploi/bnp-paribas-7952/data-analyst-python-43427216?utm_source=pole-emploi&utm_medium=flux-offres&utm_campaign=partenaire', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobintree80.png'}]",
111,0070980,Data Analyst (H/F),"Fed IT, cabinet entièrement dédié aux recrutements des métiers de l'IT, recherche pour un grand groupe du CAC40, un ou une : Data Analyst (H/F)Dans le cadre du déploiement d'un projet d'envergure visant à faciliter l'usage de la donnée transactionnelle, vous soutenez les différents acteurs du département Finance (comptabilité, contrôle de gestion, trésorerie, contrôle interne.) dans leur usage de ces données.Vous participez à des projets de BI, depuis l'intégration et la modélisation jusqu'au design et déploiement.A ce titre, vous êtes principalement en charge :
-D'implémenter la nouvelle solution afin de fournir une solution BI mondiale;
-De développer, déployer et maintenir les solutions BI Finance du groupe (incluant queries, modèles de données, visualisations, dashboard interactifs, reporting personnalisé.) ;
-De faire de l'outil une source d'information fiable et certifiée pour les équipes finance et les activités d'audit;
-De vous assurer de la distribution sécurisée des données financières.Plus largement,
-De distribuer un reporting opérationnel fiable et sécurisé couvrant la totalité des processus financiers du groupe (P2P, R2R, O2C, A2R, FP&A.) ;
-De répondre à ces objectifs de reporting en collectant de la donnée fiable via le datalake, en construisant des modèles de données pertinents et optimisés, puis en appliquant les techniques de visualisation adaptées ;
-De soutenir en collaboration avec les équipes fonctionnelles, l'amélioration continue du cadre de reporting de la fonction Finance ;
-De contribuer à l'enrichissement du catalogue de donnée via l'ingestion de nouvelles sources de données transactionnelles vers un datalake, afin de couvrir l'exhaustivité de la donnée Finance en 2022 ;
-De réaliser une veille technologique afin d'enrichir le reporting finance et d'apporter de nouvelles fonctionnalités aux utilisateurs finaux ;
-D'assurer le bon niveau de documentation technique et fonctionnelle pour éviter les pertes de connaissances et assurer une bonne communication avec les équipes support (via Confluence) ;
-De contrôler la fiabilité et la performance des modèles déployés afin d'assurer un niveau de service élevé à tous les utilisateurs finaux de la plateforme, et définir des plans d'actions pour palier a tout déficit ;
-De fournir une expertise technique au sein de l'équipe (principes de modélisation, DAX, .)-De soutenir les initiatives de partage de la connaissance et de formation des communautés data analyst Finance...De formation supérieure en IT (ou en Finance d'entreprise), vous avez une première expérience réussie en Data.Vous avez déjà mené des projets de déploiement de BI sur des applications Finance.Vous êtes à l'aise avec Ms PowerBI, le langage DAX et SQL.Votre anglais est courant.Ce poste est à pourvoir dans le cadre d'une création de poste ",2022-03-03T05:04:50.000Z,2022-03-03T05:04:50.000Z,M1403,Études et prospectives socio-économiques,Data scientist,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,,,,False,1,False,9,Cadre,,,,92 - ASNIERES SUR SEINE,48.918167,2.292385,,92004,,False,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/0070980,, ,,,,,,,,,,,,,"[{'nom': 'JOBIJOBA', 'url': 'https://www.jobijoba.com/fr/annonce/26/04bf1d79dc642e14a94416a1cae8324a', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobijoba80.png'}]",
112,0070683,Tech Lead Data - H/F,"Tech Lead Data - H/F
« DevOps, MLOps, Data Science, Cloud sont les moteurs de votre quotidien »
Sur le terrain, ça donne quoi ?
Directement rattaché au responsable de Data & AI Delivery et membre de son codir, vous avez la charge de la disponibilité et de la stabilité de nos différentes plateformes data avec un focus particulier sur notre asset Sparrow. Vous êtes également responsable de la qualité des livrables de notre population technique (développeurs, data scientist, ML engineer.).
Vous avez également la charge de la direction technique de l'équipe.
Vous travaillez en étroite collaboration avec le lead data scientist et les différents leads développeurs. Vos interactions avec les équipes de production sont quotidiennes notamment par le biais « d'iOps » intégrés dans les équipes.
Composés de profils variés, vous interagissez avec les autres membres du Tech Office pour vous assurer de la cohérence des différents travaux.
Concrètement, vos missions seront donc de :
- Déployer nos assets et d'en assurer la disponibilité sur le cloud privé de BNPP
- Builder des briques d'infrastructure, les sécuriser et les rendre disponibles aux développeurs (chaque images Docker est rebuildée from scatch)
- Assurer la disponibilité et la pérennité de la plateforme Sparrow
- Mettre à disposition les bonnes pratiques/librairies facilitant le quotidien des développeurs
- Être un point de contact privilégié pour les leads dev
- Améliorer l'observabilité de nos plateformes
- Améliorer l'exploitabilité de nos services
Vous aurez aussi l'occasion d'échanger avec les autres membres de l'équipe et ainsi assurer votre montée en compétences sur les différentes briques technologiques. Vous serez également amené à mener des projets avec d'autres équipes de BNPP PF en France et à l'international.
Les missions c'est important, l'équipe et l'environnement aussi !
Au sein de la direction de la Data chez BNP Paribas Personal Finance, Data & IA Delivery accompagne les métiers et les pays dans leurs projets de Data science, depuis la génération de use case jusqu'à la mise en production.
L'équipe, dynamique et internationale, au profil « start-up » intégré à un grand groupe, regroupe des profils de Data scientist experts en machine learning (computer vision, NLP, scoring), un pôle ML engineering capable de mettre les modèles développés en production ainsi qu'une équipe Product Growth. Data & AI Delivery met aussi à disposition des lignes de métiers Personal Finance différentes plateformes Data, dont ""Sparrow"", la plateforme de Data Science et une librairie InnerSource ""pyPF"" facilitant les développements des Data Scientist.
En tant que Tech Lead Data, vous intégrerez l'équipe Tech Office, composé principalement de ML engineer. Elle a pour principale mission d'être garant de la qualité des livrables de l'ensemble de la direction, de les déployer sur notre private cloud, « dMZR » et enfin d'assurer la haute disponibilité de nos assets.
Les sujets traités par l'équipe sont variés :
- Création de librairies pour les équipes analytiques
- Architecture des projets de l'équipe
- Gestion des pipelines
- Mise à disposition des outils de développement
- Déploiement d'assets de Scoring & classification (octroi de crédit, classification d'emails, etc.)
- Résoudre les problèmes de performances des plateformes
Stack Technique de l'équipe :
- Python 3.9 (FastAPI, Pydantic, Asyncio, Gunicorn, Pytest)
- Infra: Kubernetes (IKS), Cert Manager, Hashicorp Vault, Full TLS
- Docker - Buildkit
- Linux : RHEL 7.6 (migration vers 8.4 en cours)
- Gitlab - GitlabCI - Artifactory
- Deploy : ArgoCD - Helm - Kustomize
- Cache : Redis Sentinel
- Elasticsearch - Grafana - Beats - Kibana - APM - Prometheus
- Storage : MinIO - Block
- Ansible
Et après ?
De nombreuses opportunités au sein de Personal Finance mais aussi au niveau du Groupe s'ouvriront à vous.
Et la rémunération ?
C'est un sujet important, qui sera bien sûr abordé. Votre formation et votre expérience seront valorisées et prises en compte
Pourquoi rejoindre BNP Paribas Personal Finance ?
BNP Paribas Personal Finance est la filiale du Groupe BNP Paribas, N°1 sur le financement des particuliers en France et en Europe et comprend 20.000 collaborateurs.
Vous voulez connaître toutes les raisons de nous rejoindre ?
Rendez-vous https://group.bnpparibas/emploi-carriere/bnp-paribas
Êtes-vous notre prochain Tech Lead Data ?
De formation Bac+5, vous avez au moins 5 ans d'expériences professionnelles mêlant le développement, l'infrastructure et le cloud.
Vous avez des connaissances en Data ou Intelligence Artificielle.
Vous avez un niveau d'anglais correct à l'écrit et à   ",2022-03-03T05:04:05.000Z,2022-03-03T05:04:05.000Z,M1403,Études et prospectives socio-économiques,Data scientist,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 5 An(s),,,,False,1,False,9,Cadre,,,,92 - LEVALLOIS PERRET,48.894215,2.286846,,92044,,False,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/0070683,, ,,,,,,,,,,,,,"[{'nom': 'JOBIJOBA', 'url': 'https://www.jobijoba.com/fr/annonce/26/e86d97777550cfd4862d3a37b43e2fb5', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobijoba80.png'}]",
113,0070004,DATA MANAGER (H/F),"Recherche: DATA MANAGER (H/F)
Dans le cadre de son développement, SFA, leader sur son marché, recrute un(e) Data manager (H/F) en CDI à temps complet Au sein de la DSI composée de 16 collaborateurs et rattaché(e) à l'équipe ERP, vous êtes en charge du développement et de l'administration des interfaces d'échanges de données internes et externes. Vos principales missions seront de : Garantir les échanges entre les applications métiers et notamment les ERP, la CRM et notre outil de Business Intelligence. Développer les échanges EDI avec les clients et filiales du groupe. Mettre en œuvre les échanges API entre les plateformes e-commerce et les ERP Maintenir la plateforme d'intégration (iPaaS) Mettre en place les tableaux de bords de suivi des flux d'intégrations Compétences techniques requises : ETL / iPaaS Connaissances SQL approfondies Connaissance d'un ou plusieurs langages de programmation : javascript, groovy, ruby, .Compétences techniques souhaitables : Connaissance d'un ERP (d... ",2022-03-03T05:02:26.000Z,2022-03-03T05:02:26.000Z,M1802,Expertise et support en systèmes d'information,Data manager,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,,,,False,1,False,,,,,,75 - PARIS 01,48.859,2.347,,75101,,False,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/0070004,, ,,,,,,,,,,,,,"[{'nom': 'JOBINTREE', 'url': 'https://www.jobintree.com/offre-emploi/societe-francaise-assainissement-sfa-7936/data-manager-43431538?utm_source=pole-emploi&utm_medium=flux-offres&utm_campaign=partenaire', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobintree80.png'}]",
114,0069926,DATA PRODUCT MANAGER (H/F),"Recherche: DATA PRODUCT MANAGER (H/F)
L'ENTREPRISE
Créée en 2017, cette startup édite un logiciel SaaS reposant sur l'Intelligence Artificielle, le Machine Learning et le temps réel pour révolutionner la logistique BtoB.
Sa mission : apporter de la transparence et réduire les intermédiaires. Rejoins-les en tant que Data Product Manager !
Pourquoi les rejoindre ?
Ils ont déjà levé + de 10M€
Évoluer dans un environnement challengeant et international (ouverture Benelux)
Equipe à taille humaine (30 collaborateurs), en pleine croissance (x2), fort esprit d'équipe et bonne ambiance
Une entreprise qui permet à chacun de ses clients un pilotage de son engagement environnemental !
LA MISSION
En tant que Data Product Manager, tu collabores avec les équipes Data et Engineering pour trouver des moyens d'exploiter le flux de données tout au long du cycle de vie d'un produit et utiliser ces données pour créer et améliorer une fonctionnalité ou le produit.
Tes missions sont :
Gérer la roadm... ",2022-03-03T05:02:13.000Z,2022-03-03T05:02:13.000Z,M1802,Expertise et support en systèmes d'information,Data manager,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,,,,False,1,False,,,,,,75 - PARIS 01,48.859,2.347,,75101,,False,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/0069926,, ,,,,,,,,,,,,,"[{'nom': 'JOBINTREE', 'url': 'https://www.jobintree.com/offre-emploi/pasteque-io-7936/data-product-manager-43370072?utm_source=pole-emploi&utm_medium=flux-offres&utm_campaign=partenaire', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobintree80.png'}]",
115,0069816,DATA MANAGER SENIOR (H/F),"Recherche: DATA MANAGER SENIOR (H/F)
L'Institut du Cerveau est une Fondation privée reconnue d'utilité publique dont l'objet est la recherche fondamentale et clinique sur le système nerveux.Sur un même lieu, 700 chercheurs, ingénieurs et médecins couvrent l'ensemble des disciplines de la neurologie, dans le but d'accélérer les découvertes sur le fonctionnement du cerveau et les développements de traitements sur les maladies comme : Alzheimer, Parkinson, Sclérose en plaques, épilepsie, dépression, paraplégies, tétraplégies, etc.Actuellement nous recrutons un(e) Data Manager Senior (h/f) en CDI. Data Manager Senior (h/f)Poste :Nous recherchons actuellement une personne capable de coordonner la gestion des données à l'Institut du cerveau de Paris. Si vous êtes la personne que nous recherchons, vous guiderez, formerez et soutiendrez les équipes et les plateformes de recherche sur la bonne approche pour leur gestion de données. Vous les guiderez tout au long du cycle de vie de leurs do... ",2022-03-03T05:01:57.000Z,2022-03-03T05:01:57.000Z,M1802,Expertise et support en systèmes d'information,Data manager,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,,,,False,1,False,,,,,,75 - PARIS 01,48.859,2.347,,75101,,False,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/0069816,, ,,,,,,,,,,,,,"[{'nom': 'JOBINTREE', 'url': 'https://www.jobintree.com/offre-emploi/institut-cerveau-de-moelle-epiniere-7936/data-manager-senior-43386138?utm_source=pole-emploi&utm_medium=flux-offres&utm_campaign=partenaire', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobintree80.png'}]",
